id,wm,iq,comp
6327,49,112,20
6328,47,91,23
6329,53,103,16
6330,53,105,18
6331,55,93,18
6332,44,115,19
6333,49,101,20
6334,48,101,18
6335,46,102,20
6336,46,109,17
6337,48,107,18
6338,55,106,19
6339,49,117,23
6340,57,97,19
6341,43,88,21
6342,41,80,17
6343,57,115,16
6344,54,95,19
6345,45,108,20
6346,52,103,16
6347,48,93,23
6348,42,76,20
6349,50,100,20
6350,59,106,20
6351,51,83,19
6352,47,78,19
6353,47,124,20
6354,49,89,20
6355,52,88,19
6356,49,95,17
6357,38,116,24
6358,35,108,19
6359,51,100,17
6360,45,110,21
6361,44,116,18
6362,48,93,16
6363,52,73,18
6364,62,124,19
6365,46,89,18
6366,58,109,19
6367,52,101,20
6368,54,83,20
6369,51,85,21
6370,49,109,18
6371,48,123,21
6372,54,82,18
6373,41,102,24
6374,57,96,17
6375,50,120,15
6376,47,113,21
6377,53,85,18
6378,51,113,19
6379,50,102,17
6380,37,112,19
6381,51,115,19
6382,55,113,20
6383,44,131,20
6384,54,126,22
6385,51,86,21
6386,49,109,17
6387,47,100,20
6388,61,96,14
6389,48,92,18
6390,47,85,21
6391,45,81,18
6392,49,97,22
6393,55,102,19
6394,51,80,21
6395,43,101,19
6396,39,101,21
6397,48,73,20
6398,52,96,19
6399,55,87,24
6400,49,79,20
6401,52,82,16
6402,54,103,19
6403,52,110,20
6404,52,81,21
6405,48,82,19
6406,44,91,17
6407,54,111,24
6408,53,116,15
6409,53,84,18
6410,47,96,21
6411,47,98,17
6412,48,101,18
6413,51,112,18
6414,58,116,23
6415,49,127,21
6416,39,96,16
6417,51,102,21
6418,53,116,18
6419,41,90,20
6420,49,113,22
6421,52,99,16
6422,50,96,19
6423,39,90,18
6424,55,72,21
6425,49,96,20
6426,42,98,20
6427,49,93,18
6428,49,108,18
6429,41,100,18
6430,60,109,22
6431,48,91,16
6432,55,89,21
6433,45,95,19
6434,43,104,19
6435,47,106,19
6436,50,118,20
6437,48,93,21
6438,40,139,22
6439,44,110,22
6440,53,78,26
6441,46,103,19
6442,47,133,19
6443,40,93,17
6444,47,76,19
6445,43,103,23
6446,55,85,22
6447,45,105,15
6448,50,104,20
6449,53,92,19
6450,49,87,19
6451,46,72,23
6452,57,94,23
6453,48,66,23
6454,48,68,19
6455,44,104,23
6456,47,96,19
6457,56,77,21
6458,45,124,21
6459,49,118,21
6460,55,112,22
6461,53,106,20
6462,50,75,20
6463,54,113,18
6464,43,85,19
6465,51,79,17
6466,45,116,20
6467,44,76,18
6468,52,93,22
6469,54,72,16
6470,51,82,20
6471,49,94,20
6472,56,99,20
6473,49,102,24
6474,51,101,23
6475,53,74,18
6476,47,102,23
6477,56,100,19
6478,47,120,18
6479,52,91,23
6480,54,81,20
6481,51,99,17
6482,42,72,19
6483,54,90,19
6484,35,89,19
6485,49,105,19
6486,51,118,24
6487,42,85,19
6488,50,108,17
6489,49,102,19
6490,50,113,17
6491,45,73,18
6492,44,112,20
6493,46,94,20
6494,45,108,17
6495,45,80,20
6496,45,86,20
6497,45,120,23
6498,48,81,22
6499,46,104,20
6500,49,110,17
6501,50,86,17
6502,43,103,20
6503,53,105,21
6504,47,83,19
6505,55,92,21
6506,41,110,19
6507,51,74,22
6508,54,76,19
6509,49,104,22
6510,45,91,23
6511,53,79,19
6512,49,115,22
6513,48,99,21
6514,59,99,18
6515,40,100,18
6516,47,94,20
6517,48,108,20
6518,51,103,19
6519,50,91,22
6520,62,102,22
6521,50,100,22
6522,58,75,22
6523,52,91,21
6524,55,86,19
6525,54,103,21
6526,47,89,17
6527,57,111,20
6528,53,106,19
6529,49,118,23
6530,52,86,15
6531,56,72,25
6532,50,83,20
6533,46,109,19
6534,44,106,18
6535,56,112,21
6536,50,93,22
6537,52,75,19
6538,42,80,20
6539,50,111,23
6540,47,103,22
6541,47,76,22
6542,46,83,18
6543,53,85,22
6544,49,91,18
6545,51,98,18
6546,54,90,18
6547,56,108,19
6548,53,90,20
6549,49,90,21
6550,50,94,21
6551,49,87,20
6552,40,119,18
6553,48,85,21
6554,45,85,19
6555,48,110,19
6556,42,93,20
6557,36,120,21
6558,44,91,15
6559,57,111,21
6560,49,121,18
6561,51,94,20
6562,43,89,19
6563,45,80,18
6564,43,112,19
6565,48,75,17
6566,54,80,17
6567,52,96,22
6568,56,124,20
6569,47,113,17
6570,46,85,19
6571,38,96,20
6572,51,101,17
6573,47,99,20
6574,45,81,18
6575,56,133,21
6576,48,125,23
6577,46,102,17
6578,56,116,17
6579,52,109,18
6580,54,89,19
6581,54,112,19
6582,50,82,19
6583,56,93,21
6584,54,97,22
6585,48,84,18
6586,52,92,21
6587,54,103,18
6588,48,115,16
6589,48,89,17
6590,45,89,18
6591,51,114,21
6592,62,93,16
6593,48,131,22
6594,56,103,20
6595,46,125,22
6596,38,119,19
6597,49,61,19
6598,50,87,21
6599,56,92,20
6600,54,125,20
6601,45,105,23
6602,48,104,18
6603,46,125,17
6604,45,88,22
6605,45,103,19
6606,43,92,18
6607,44,107,23
6608,61,88,18
6609,52,67,16
6610,45,109,17
6611,49,95,19
6612,49,99,19
6613,52,107,19
6614,45,96,23
6615,39,106,20
6616,54,98,17
6617,53,125,16
6618,48,123,21
6619,58,86,21
6620,47,83,21
6621,52,100,21
6622,39,80,18
6623,60,86,22
6624,49,86,19
6625,43,82,21
6626,52,117,17
6627,51,85,17
6628,58,115,19
6629,51,93,21
6630,53,119,19
6631,50,96,18
6632,60,123,21
6633,47,68,18
6634,47,116,21
6635,48,124,22
6636,54,104,17
6637,55,123,16
6638,48,78,23
6639,51,111,24
6640,59,119,20
6641,59,104,23
6642,63,114,18
6643,50,90,18
6644,57,88,20
6645,48,109,19
6646,46,94,21
6647,53,76,18
6648,50,102,23
6649,46,99,19
6650,50,114,20
6651,44,116,20
6652,50,103,21
6653,51,98,16
6654,57,103,19
6655,55,75,18
6656,51,102,17
6657,58,116,17
6658,47,100,21
6659,49,86,21
6660,45,117,23
6661,51,81,18
6662,44,93,17
6663,52,105,18
6664,48,78,20
6665,50,88,21
6666,38,82,20
6667,56,88,23
6668,46,97,21
6669,47,77,20
6670,45,128,19
6671,52,100,19
6672,50,90,19
6673,45,82,20
6674,48,74,20
6675,48,90,18
6676,55,88,19
6677,55,111,22
6678,54,91,19
6679,51,104,20
6680,48,65,19
6681,39,131,16
6682,48,104,18
6683,49,90,18
6684,53,60,18
6685,48,79,20
6686,45,112,18
6687,49,82,22
6688,49,119,21
6689,48,143,20
6690,56,78,22
6691,44,92,19
6692,45,93,21
6693,51,107,20
6694,50,94,16
6695,41,87,19
6696,41,102,18
6697,49,103,22
6698,38,102,19
6699,52,91,22
6700,50,123,23
6701,53,93,17
6702,52,112,21
6703,44,120,20
6704,51,89,21
6705,56,114,21
6706,44,118,21
6707,48,97,15
6708,41,115,21
6709,50,73,18
6710,53,77,23
6711,44,116,16
6712,51,86,19
6713,46,122,20
6714,46,106,19
6715,49,121,18
6716,57,121,18
6717,45,95,18
6718,52,66,20
6719,50,98,23
6720,56,87,14
6721,45,106,16
6722,55,71,19
6723,49,92,21
6724,51,101,20
6725,51,81,19
6726,43,102,18
6727,48,100,21
6728,45,108,20
6729,51,114,23
6730,54,101,18
6731,49,106,18
6732,38,97,22
6733,42,111,22
6734,53,91,19
6735,43,86,20
6736,54,125,21
6737,60,105,19
6738,50,112,22
6739,49,99,20
6740,45,111,19
6741,49,84,25
6742,46,110,17
6743,44,95,21
6744,47,108,18
6745,56,109,18
6746,52,69,20
6747,44,72,22
6748,52,89,21
6749,48,110,18
6750,43,99,18
6751,52,92,17
6752,50,114,21
6753,47,93,19
6754,42,117,21
6755,46,91,20
6756,53,104,19
6757,54,86,19
6758,59,103,18
6759,58,104,18
6760,46,86,20
6761,56,90,21
6762,50,110,19
6763,46,98,19
6764,49,107,23
6765,48,118,22
6766,38,99,19
6767,50,75,22
6768,54,90,17
6769,46,82,21
6770,48,109,21
6771,51,99,19
6772,49,103,18
6773,58,87,19
6774,45,87,21
6775,52,90,19
6776,49,81,21
6777,45,82,19
6778,40,130,18
6779,48,75,20
6780,54,120,23
6781,56,96,20
6782,46,114,21
6783,52,129,19
6784,54,102,19
6785,53,99,17
6786,44,115,19
6787,58,87,23
6788,44,105,17
6789,53,119,17
6790,60,113,20
6791,53,104,21
6792,42,87,21
6793,52,108,18
6794,45,93,22
6795,48,117,18
6796,47,104,19
6797,55,116,21
6798,47,75,21
6799,53,68,18
6800,49,74,19
6801,43,98,15
6802,46,93,18
6803,51,99,18
6804,46,93,17
6805,52,107,21
6806,48,85,17
6807,62,114,22
6808,44,71,19
6809,48,98,21
6810,46,103,17
6811,53,127,20
6812,55,88,24
6813,54,86,15
6814,44,110,14
6815,58,107,22
6816,46,101,19
6817,58,106,19
6818,50,103,18
6819,48,108,21
6820,57,105,20
6821,54,89,19
6822,56,97,14
6823,55,80,20
6824,55,105,21
6825,51,103,17
6826,49,61,19
6827,50,90,19
6828,44,96,15
6829,53,106,18
6830,43,89,20
6831,50,103,20
6832,50,93,21
6833,56,104,17
6834,41,77,24
6835,55,102,21
6836,53,74,23
6837,48,100,20
6838,50,108,21
6839,43,85,15
6840,40,95,20
6841,43,111,18
6842,50,81,19
6843,52,97,18
6844,51,79,20
6845,46,85,22
6846,46,104,20
6847,43,92,19
6848,49,105,20
6849,44,126,19
6850,53,122,21
6851,53,126,17
6852,49,106,22
6853,51,85,21
6854,54,77,19
6855,57,121,19
6856,50,109,16
6857,47,118,19
6858,54,97,16
6859,53,87,18
6860,53,88,18
6861,57,105,21
6862,46,101,20
6863,47,87,23
6864,46,119,19
6865,50,95,20
6866,37,101,22
6867,56,103,16
6868,55,111,17
6869,49,111,22
6870,39,121,20
6871,49,129,21
6872,53,77,19
6873,59,112,20
6874,59,98,22
6875,50,111,19
6876,45,119,18
6877,57,99,20
6878,56,87,18
6879,56,120,22
6880,54,90,18
6881,37,101,21
6882,50,121,17
6883,47,141,17
6884,51,107,19
6885,52,83,23
6886,52,101,19
6887,48,76,20
6888,49,90,18
6889,48,69,22
6890,48,111,18
6891,51,93,15
6892,46,122,17
6893,43,86,23
6894,48,86,15
6895,45,74,20
6896,52,108,19
6897,47,116,19
6898,53,142,17
6899,46,137,20
6900,50,108,20
6901,47,119,22
6902,44,105,18
6903,51,94,20
6904,50,69,19
6905,57,95,20
6906,51,107,18
6907,55,119,18
6908,54,106,16
6909,48,59,22
6910,42,79,17
6911,49,102,21
6912,47,100,20
6913,52,106,20
6914,49,90,22
6915,60,100,18
6916,42,87,19
6917,53,114,17
6918,53,108,20
6919,55,74,21
6920,43,91,20
6921,55,95,20
6922,52,105,16
6923,51,84,19
6924,48,73,17
6925,40,96,20
6926,45,84,21
6927,42,75,21
6928,53,69,18
6929,49,122,19
6930,51,86,19
6931,43,94,20
6932,51,81,21
6933,54,74,21
6934,43,82,20
6935,49,117,21
6936,44,59,20
6937,52,98,21
6938,53,122,23
6939,53,107,25
6940,54,100,20
6941,45,83,19
6942,54,83,23
6943,52,73,20
6944,49,105,18
6945,47,97,22
6946,54,73,20
6947,52,99,21
6948,52,92,19
6949,42,121,18
6950,54,98,18
6951,57,86,21
6952,44,106,17
6953,54,101,19
6954,44,124,22
6955,53,101,17
6956,47,126,18
6957,54,71,19
6958,46,85,21
6959,57,89,21
6960,53,98,20
6961,45,70,21
6962,53,111,19
6963,41,87,19
6964,47,88,19
6965,48,119,19
6966,48,107,20
6967,47,106,22
6968,52,106,21
6969,49,102,24
6970,50,82,18
6971,50,104,15
6972,48,105,21
6973,39,95,21
6974,52,107,17
6975,44,105,20
6976,48,99,22
6977,50,106,17
6978,46,103,22
6979,49,125,20
6980,47,82,20
6981,55,100,24
6982,54,101,23
6983,33,77,16
6984,52,112,16
6985,55,105,18
6986,58,111,17
6987,46,110,20
6988,40,75,17
6989,54,79,23
6990,52,101,20
6991,56,112,19
6992,49,97,17
6993,52,110,23
6994,58,101,20
6995,58,129,14
6996,40,114,21
6997,53,99,22
6998,48,96,22
6999,51,92,19
7000,47,83,21
7001,51,91,17
7002,52,104,21
7003,47,97,20
7004,55,144,19
7005,56,102,18
7006,49,83,21
7007,48,86,20
7008,56,126,19
7009,51,90,22
7010,50,107,16
7011,46,98,18
7012,49,106,18
7013,61,109,16
7014,54,105,22
7015,44,93,19
7016,45,92,19
7017,41,99,22
7018,48,99,18
7019,48,104,20
7020,53,116,19
7021,55,93,18
7022,52,81,21
7023,50,89,14
7024,43,91,20
7025,49,106,18
7026,45,72,19
7027,47,109,20
7028,53,85,19
7029,53,101,19
7030,59,93,18
7031,54,91,18
7032,48,125,21
7033,55,121,19
7034,54,102,19
7035,48,81,19
7036,52,89,19
7037,52,80,19
7038,41,98,16
7039,46,70,19
7040,49,131,19
7041,43,73,18
7042,43,106,17
7043,54,92,16
7044,36,84,19
7045,51,112,18
7046,54,102,18
7047,51,96,18
7048,48,79,18
7049,53,78,18
7050,54,107,15
7051,55,102,19
7052,43,85,19
7053,44,120,21
7054,50,105,23
7055,53,98,20
7056,50,102,19
7057,48,89,17
7058,47,125,18
7059,46,112,19
7060,54,76,19
7061,61,137,20
7062,48,87,19
7063,54,62,18
7064,55,98,17
7065,49,122,16
7066,54,108,21
7067,47,81,20
7068,53,100,19
7069,48,90,17
7070,41,97,21
7071,44,115,23
7072,47,107,20
7073,56,107,20
7074,57,81,21
7075,51,111,20
7076,52,107,19
7077,45,120,19
7078,39,98,19
7079,49,109,20
7080,49,113,18
7081,49,103,23
7082,45,79,17
7083,43,65,23
7084,48,73,21
7085,55,84,21
7086,58,83,18
7087,46,105,20
7088,53,96,19
7089,56,109,20
7090,44,103,16
7091,50,125,21
7092,51,93,19
7093,52,111,18
7094,56,94,21
7095,42,112,18
7096,54,96,19
7097,51,155,17
7098,47,111,21
7099,50,107,21
7100,62,106,20
7101,50,92,21
7102,44,116,16
7103,43,93,19
7104,42,92,21
7105,46,76,18
7106,68,80,21
7107,48,73,21
7108,58,85,20
7109,43,104,20
7110,57,119,20
7111,46,109,20
7112,44,124,19
7113,46,132,18
7114,48,116,17
7115,44,108,19
7116,54,95,16
7117,53,98,20
7118,59,107,20
7119,51,126,18
7120,50,112,20
7121,51,101,23
7122,49,92,20
7123,55,98,19
7124,52,90,21
7125,55,83,18
7126,56,101,20
7127,50,81,21
7128,66,90,18
7129,50,90,22
7130,45,84,19
7131,46,131,20
7132,45,97,18
7133,45,102,17
7134,53,92,18
7135,55,107,19
7136,41,95,18
7137,48,128,20
7138,46,116,22
7139,46,96,18
7140,45,101,20
7141,51,109,18
7142,51,121,20
7143,50,93,17
7144,53,88,20
7145,52,98,21
7146,50,85,16
7147,42,97,20
7148,58,110,20
7149,57,82,19
7150,49,98,21
7151,54,92,22
7152,48,101,23
7153,56,99,18
7154,41,125,19
7155,44,84,19
7156,44,87,19
7157,51,109,21
7158,44,116,16
7159,52,101,20
7160,57,122,19
7161,47,75,19
7162,61,93,20
7163,47,78,18
7164,44,110,19
7165,55,91,17
7166,47,103,17
7167,54,88,24
7168,50,96,18
7169,44,130,18
7170,48,88,22
7171,53,111,20
7172,48,89,18
7173,41,75,18
7174,42,124,21
7175,45,95,18
7176,51,91,21
7177,54,105,16
7178,51,90,22
7179,50,80,22
7180,56,102,21
7181,49,110,20
7182,54,99,23
7183,52,116,18
7184,48,76,19
7185,37,61,19
7186,58,79,19
7187,54,114,23
7188,48,104,19
7189,46,104,18
7190,56,130,18
7191,48,93,19
7192,49,70,20
7193,45,115,16
7194,49,76,16
7195,62,84,19
7196,55,93,20
7197,56,117,19
7198,44,121,18
7199,54,84,22
7200,50,134,20
7201,48,115,19
7202,52,109,19
7203,55,73,20
7204,48,65,21
7205,44,103,19
7206,54,124,15
7207,49,93,19
7208,48,107,21
7209,51,92,19
7210,45,86,20
7211,51,95,18
7212,48,91,24
7213,52,92,20
7214,55,85,20
7215,55,127,20
7216,62,101,22
7217,42,106,23
7218,62,64,19
7219,47,110,20
7220,49,96,20
7221,52,91,19
7222,52,81,19
7223,56,102,17
7224,42,102,19
7225,47,117,19
7226,47,80,21
7227,54,101,17
7228,56,90,18
7229,44,91,23
7230,47,104,22
7231,49,104,20
7232,56,114,19
7233,44,91,20
7234,52,94,18
7235,46,90,22
7236,52,94,21
7237,52,89,17
7238,46,115,22
7239,51,105,22
7240,49,117,17
7241,50,119,18
7242,46,97,18
7243,51,99,19
7244,60,100,20
7245,47,123,17
7246,47,101,19
7247,52,110,19
7248,49,98,19
7249,45,86,26
7250,45,113,21
7251,50,67,18
7252,49,107,19
7253,51,108,16
7254,43,83,21
7255,49,108,19
7256,42,94,16
7257,45,93,17
7258,42,87,21
7259,56,139,18
7260,51,114,19
7261,46,89,19
7262,46,119,20
7263,52,91,20
7264,47,124,19
7265,56,116,17
7266,50,89,19
7267,52,113,16
7268,55,119,19
7269,53,95,19
7270,53,108,21
7271,48,90,17
7272,50,101,19
7273,46,130,18
7274,50,95,21
7275,49,123,16
7276,46,88,19
7277,49,90,21
7278,48,84,21
7279,50,120,20
7280,47,112,21
7281,53,87,22
7282,67,83,18
7283,47,93,22
7284,49,111,23
7285,51,73,20
7286,46,88,20
7287,51,94,19
7288,50,118,20
7289,63,116,21
7290,48,116,16
7291,58,114,24
7292,51,121,21
7293,53,109,21
7294,68,100,20
7295,51,108,19
7296,45,127,21
7297,48,116,23
7298,45,72,20
7299,43,80,21
7300,50,86,21
7301,46,92,22
7302,54,119,22
7303,54,89,21
7304,47,97,20
7305,54,75,20
7306,49,77,18
7307,47,116,18
7308,48,117,20
7309,45,102,20
7310,55,105,19
7311,55,102,18
7312,44,115,18
7313,50,118,22
7314,51,79,19
7315,56,90,18
7316,46,110,13
7317,59,78,19
7318,35,132,19
7319,51,91,20
7320,44,110,18
7321,51,103,23
7322,53,95,17
7323,54,90,18
7324,49,110,22
7325,46,117,21
7326,55,120,18
7327,48,80,16
7328,53,86,23
7329,42,98,22
7330,45,103,21
7331,54,76,21
7332,50,92,20
7333,51,117,19
7334,46,88,20
7335,57,110,22
7336,38,80,15
7337,42,98,17
7338,53,109,22
7339,50,115,24
7340,55,78,20
7341,43,123,22
7342,44,102,21
7343,53,122,20
7344,48,96,21
7345,48,87,22
7346,47,74,23
7347,42,119,20
7348,53,83,22
7349,45,128,20
7350,52,99,21
7351,54,120,19
7352,41,100,20
7353,47,96,17
7354,55,92,18
7355,55,101,24
7356,56,66,20
7357,49,83,22
7358,46,104,21
7359,58,105,19
7360,40,114,19
7361,51,81,21
7362,50,89,18
7363,61,108,18
7364,50,81,20
7365,46,94,22
7366,49,135,21
7367,49,128,17
7368,53,83,19
7369,51,91,17
7370,43,84,17
7371,49,106,19
7372,55,110,16
7373,50,83,19
7374,48,93,18
7375,51,106,19
7376,44,108,18
7377,48,78,20
7378,55,98,18
7379,56,110,19
7380,44,102,18
7381,57,122,18
7382,45,118,20
7383,54,112,19
7384,34,84,20
7385,42,91,20
7386,51,121,20
7387,50,77,19
7388,50,131,20
7389,53,92,19
7390,51,118,18
7391,43,120,18
7392,55,109,21
7393,49,96,20
7394,47,60,19
7395,53,118,18
7396,48,102,18
7397,59,115,20
7398,56,110,17
7399,52,91,21
7400,46,103,18
7401,51,76,22
7402,48,93,20
7403,53,92,20
7404,51,117,19
7405,57,98,18
7406,44,137,19
7407,46,103,22
7408,55,104,20
7409,59,108,16
7410,61,89,17
7411,50,112,21
7412,52,73,19
7413,51,123,20
7414,47,75,19
7415,56,98,16
7416,49,85,21
7417,52,126,19
7418,50,111,22
7419,52,97,19
7420,46,95,15
7421,52,95,19
7422,49,72,21
7423,52,76,21
7424,49,77,18
7425,42,79,20
7426,48,87,23
7427,51,103,21
7428,47,112,19
7429,50,97,22
7430,44,118,16
7431,47,102,21
7432,42,97,19
7433,45,96,15
7434,51,105,19
7435,51,139,18
7436,55,83,19
7437,52,86,19
7438,44,121,23
7439,48,91,23
7440,43,93,18
7441,58,84,20
7442,54,110,20
7443,48,104,19
7444,54,119,18
7445,52,121,17
7446,42,81,16
7447,53,113,20
7448,52,89,18
7449,43,86,21
7450,53,100,18
7451,51,111,20
7452,39,94,19
7453,44,108,19
7454,54,108,22
7455,55,87,18
7456,52,116,21
7457,51,75,19
7458,40,83,20
7459,43,90,24
7460,47,103,23
7461,53,121,20
7462,53,99,19
7463,48,103,18
7464,47,109,17
7465,51,103,23
7466,50,103,21
7467,42,91,20
7468,56,93,20
7469,45,88,20
7470,52,103,18
7471,62,99,21
7472,53,83,17
7473,47,106,21
7474,52,92,20
7475,41,86,18
7476,44,101,21
7477,49,103,16
7478,39,80,21
7479,41,86,21
7480,54,58,21
7481,52,125,20
7482,52,119,21
7483,48,122,22
7484,61,110,19
7485,47,119,20
7486,51,117,18
7487,48,95,22
7488,52,114,21
7489,43,108,16
7490,50,102,20
7491,56,95,20
7492,57,102,26
7493,41,121,20
7494,53,88,18
7495,49,106,20
7496,55,118,19
7497,43,94,19
7498,37,90,20
7499,49,122,16
7500,52,82,19
7501,45,84,20
7502,44,88,21
7503,49,114,21
7504,45,91,18
7505,47,112,23
7506,48,76,22
7507,50,85,21
7508,44,81,19
7509,55,86,19
7510,47,103,21
7511,46,94,18
7512,44,111,22
7513,47,99,23
7514,50,101,20
7515,52,124,18
7516,53,105,19
7517,54,99,19
7518,53,103,20
7519,55,109,17
7520,48,100,18
7521,48,91,22
7522,48,95,19
7523,55,78,19
7524,47,99,20
7525,51,119,22
7526,47,90,20
7527,51,124,19
7528,52,90,19
7529,48,95,21
7530,42,103,19
7531,47,93,23
7532,57,76,16
7533,53,84,20
7534,49,95,17
7535,51,90,19
7536,47,82,22
7537,47,87,23
7538,43,93,20
7539,52,104,18
7540,39,80,19
7541,44,91,21
7542,46,91,17
7543,61,104,23
7544,56,100,19
7545,47,102,16
7546,44,107,20
7547,56,115,21
7548,50,86,20
7549,48,103,20
7550,50,124,20
7551,56,137,19
7552,53,99,18
7553,48,87,20
7554,51,68,18
7555,53,78,17
7556,54,102,22
7557,43,102,19
7558,41,88,18
7559,54,76,19
7560,46,129,18
7561,50,103,16
7562,50,103,19
7563,43,92,21
7564,53,90,22
7565,59,88,21
7566,46,122,19
7567,47,102,17
7568,57,134,18
7569,47,119,18
7570,44,76,18
7571,57,84,23
7572,44,121,21
7573,54,104,22
7574,37,118,22
7575,45,112,17
7576,48,113,17
7577,59,102,16
7578,47,94,18
7579,49,93,21
7580,48,102,18
7581,47,109,22
7582,42,107,16
7583,49,110,20
7584,43,87,16
7585,41,112,24
7586,45,116,16
7587,50,87,19
7588,49,87,19
7589,47,134,22
7590,56,103,19
7591,56,94,19
7592,54,71,18
7593,50,112,23
7594,54,71,23
7595,54,107,20
7596,60,103,21
7597,51,81,20
7598,51,108,20
7599,42,153,20
7600,48,77,14
7601,56,108,18
7602,50,99,19
7603,51,110,21
7604,42,99,15
7605,43,123,19
7606,50,83,18
7607,50,106,17
7608,45,84,18
7609,49,89,16
7610,55,100,19
7611,58,88,19
7612,47,76,17
7613,45,100,21
7614,49,122,18
7615,48,117,19
7616,47,75,16
7617,61,109,19
7618,45,100,17
7619,42,77,22
7620,44,103,23
7621,48,96,16
7622,50,79,20
7623,46,119,21
7624,49,93,17
7625,55,62,18
7626,49,113,20
7627,47,117,21
7628,46,93,18
7629,54,117,19
7630,51,101,17
7631,53,115,18
7632,47,107,20
7633,51,105,22
7634,38,94,20
7635,50,79,23
7636,49,90,18
7637,51,89,21
7638,45,78,18
7639,52,91,20
7640,49,86,20
7641,49,95,17
7642,52,68,21
7643,60,87,16
7644,48,88,24
7645,45,94,16
7646,54,90,20
7647,47,121,16
7648,57,105,18
7649,54,80,19
7650,55,115,19
7651,50,86,20
7652,50,96,18
7653,48,108,20
7654,50,99,18
7655,52,102,17
7656,52,90,20
7657,49,117,20
7658,49,103,21
7659,52,140,16
7660,44,99,20
7661,48,79,19
7662,48,122,21
7663,48,71,21
7664,49,77,17
7665,42,114,21
7666,53,121,20
7667,54,102,21
7668,55,88,21
7669,47,93,21
7670,48,87,19
7671,50,94,20
7672,51,106,21
7673,46,91,21
7674,52,77,19
7675,49,97,20
7676,54,97,17
7677,48,81,21
7678,48,124,17
7679,42,85,21
7680,50,78,22
7681,41,109,18
7682,55,106,19
7683,60,89,19
7684,57,81,22
7685,47,95,17
7686,52,106,21
7687,51,110,19
7688,49,81,18
7689,42,105,20
7690,50,125,14
7691,51,121,17
7692,46,120,19
7693,43,109,21
7694,43,105,21
7695,57,96,18
7696,40,128,20
7697,44,102,19
7698,53,119,23
7699,45,91,16
7700,48,92,17
7701,44,100,19
7702,43,87,19
7703,44,117,19
7704,42,75,22
7705,50,81,19
7706,46,73,20
7707,64,117,19
7708,57,111,20
7709,42,104,18
7710,49,93,22
7711,49,83,19
7712,43,84,18
7713,50,84,18
7714,43,93,19
7715,50,92,20
7716,51,104,21
7717,48,92,21
7718,60,100,16
7719,54,117,22
7720,50,104,18
7721,59,112,24
7722,47,139,13
7723,49,101,18
7724,54,105,20
7725,47,128,23
7726,52,110,19
7727,44,117,19
7728,57,103,22
7729,49,68,18
7730,49,79,19
7731,59,85,18
7732,51,119,20
7733,57,114,16
7734,53,114,21
7735,44,93,22
7736,52,102,20
7737,45,123,18
7738,51,120,20
7739,50,109,18
7740,45,85,22
7741,51,92,18
7742,54,112,20
7743,52,91,20
7744,52,89,21
7745,47,110,21
7746,52,89,18
7747,50,95,22
7748,56,100,19
7749,52,80,15
7750,46,94,19
7751,45,110,21
7752,50,93,21
7753,48,106,19
7754,46,109,19
7755,45,117,24
7756,46,116,22
7757,48,128,22
7758,49,104,20
7759,54,105,21
7760,52,97,18
7761,55,108,18
7762,48,70,21
7763,54,96,21
7764,50,89,20
7765,51,130,20
7766,52,115,23
7767,47,75,19
7768,45,107,21
7769,44,102,20
7770,49,76,18
7771,55,72,22
7772,55,84,19
7773,50,111,21
7774,53,96,19
7775,44,77,22
7776,49,88,19
7777,44,106,18
7778,52,113,19
7779,55,76,20
7780,46,86,20
7781,46,103,18
7782,47,107,18
7783,53,84,20
7784,49,97,19
7785,47,107,21
7786,50,122,18
7787,52,83,20
7788,50,91,19
7789,54,108,21
7790,48,111,23
7791,58,117,21
7792,58,85,19
7793,62,96,18
7794,53,101,25
7795,47,72,20
7796,48,118,20
7797,40,118,16
7798,52,86,20
7799,52,91,16
7800,54,120,19
7801,53,99,18
7802,43,87,25
7803,51,91,22
7804,51,110,21
7805,50,119,19
7806,52,115,16
7807,46,111,20
7808,46,106,19
7809,54,105,20
7810,52,106,19
7811,47,104,22
7812,54,112,19
7813,45,107,19
7814,53,125,16
7815,44,91,19
7816,53,102,21
7817,49,90,22
7818,48,96,19
7819,53,99,21
7820,51,110,21
7821,47,88,20
7822,53,107,20
7823,51,73,20
7824,48,108,22
7825,51,95,21
7826,48,80,18
7827,45,112,19
7828,38,101,19
7829,54,116,18
7830,50,81,23
7831,48,81,20
7832,55,102,18
7833,59,104,17
7834,40,112,19
7835,55,98,16
7836,40,95,18
7837,46,117,19
7838,51,108,20
7839,53,115,21
7840,57,80,18
7841,44,94,18
7842,43,92,23
7843,51,79,20
7844,45,98,19
7845,55,129,18
7846,39,107,25
7847,57,98,19
7848,51,112,18
7849,53,92,20
7850,57,80,18
7851,50,97,22
7852,45,70,19
7853,45,111,16
7854,47,102,14
7855,51,97,20
7856,51,89,18
7857,53,94,18
7858,47,59,23
7859,55,105,17
7860,50,105,16
7861,54,118,22
7862,49,98,18
7863,48,81,22
7864,55,66,22
7865,59,85,22
7866,49,85,19
7867,43,99,19
7868,58,81,19
7869,42,86,19
7870,53,121,19
7871,44,113,21
7872,48,79,18
7873,48,95,20
7874,45,110,23
7875,54,110,21
7876,53,109,18
7877,40,98,18
7878,52,93,21
7879,56,114,22
7880,47,94,22
